Project,Bug ID,Severity Label,Resolution Status,Short Description
Core,587414,major,FIXED,"e10s: Access token isn't remembered, breaks geolocation prompt"
Core,644431,major,FIXED,Adobe PDF Files Larger than 5 MB Won't Load in Browser
Bugzilla,480061,major,FIXED,"bug 478173 changed the handling of bz_default_hidden, causing breakage"
Firefox,561428,major,FIXED,No preference pane on 3.7a5pre
Firefox,332941,major,FIXED,mAutoCompleteOnlyTyped not inited
Core,370521,major,FIXED,TextArea not firing onchange event
Thunderbird,650703,major,FIXED,Port bug 593525 to Thunderbird
Platform,124138,major,FIXED,NPE in FieldCategory
Platform,196328,major,FIXED,Table viewer placed inside  a wizard does not expand vertically when size of the wizard expands
Firefox,601361,major,FIXED,Single app tab collapses tab bar
Firefox,383017,major,FIXED,FF2.0.0.4 / Venkman Extension 0.9.87 : CSS usage fails
Thunderbird,345784,major,FIXED,"TB thinks I'm trying to encrypt, when I'm not"
Core,420087,major,FIXED,"Assertion failure: PCVCAP_MAKE(sprop->shape, 0, 0) == entry->vcap"
Core,400141,major,FIXED,Link underline and text-decoration: underline are too high for CJK characters
Core,383195,major,FIXED,Repeatable footers don't work on trunk
Firefox,340167,major,FIXED,Exit survey not appearing since Uninstall wizard was added.
Firefox,329130,major,FIXED,XML Parsing Error: undefined entity  while opening about: page
Core,567095,major,FIXED,WebGL Context BROKEN on Linux
Firefox,387069,major,FIXED,Exclude empty strings from the duplicate check
JDT,280255,major,FIXED,Format edited lines adds two new lines on each save
JDT,260362,major,FIXED,NPE when using content assist in compare
CDT,150471,major,FIXED,Open Type causes NullPointerException
Core,480619,major,FIXED,"Firefox does not load CSS and images when loading a secure (SSL, https) page for the first time (or after ‘clear private data’) and requires refresh to load properly."
JDT,125956,major,FIXED,Failed to compile Jaxb 2.0
Platform,245185,major,FIXED,Message in the MessaeBox is not BiDi correctly
Bugzilla,422111,major,FIXED,Merging users fails to update regexp-based group memberships
Thunderbird,578441,major,FIXED,Use <menupopup> instead of <popup>
Core,732848,major,FIXED,"IonMonkey: Crash [@ js::HeapPtr<js::ion::IonCode, unsigned int>::operator js::ion::IonCode*]"
JDT,277669,major,FIXED,IBinding.getJavaElement() returns 'null' where it should not
Thunderbird,377900,major,FIXED,RFC 4314 IMAP ACL delete rights are not honored
Core,476504,major,FIXED,Portions of pages not rendering
CDT,234512,major,FIXED,Cannot set address breakpoint in Dissassembly view
CDT,187338,major,FIXED,TVT33:TCT239: pl: 'Select variables' - please help findthe string
Core,517608,major,FIXED,"glxext.h: ""GLboolean has not been declared"" when building glwrap.cpp with nvidia drivers"
Core,710176,major,FIXED,Something in networking and/or SSL layer takes lots of processing power
Platform,195412,major,FIXED,NPE when opening History for remote file
Platform,269723,major,FIXED,"Unable to ""Check out as..."" from CVS"
Core,417466,major,FIXED,Switching windows with Command backtick (cmd `) not working.
Platform,158796,major,FIXED,MessageBox blocks display thread on linux
Core,333297,major,FIXED,UMW nsScriptableUnicodeConverter::FinishWithLength overwrites end of buffer
Thunderbird,428329,major,FIXED,Closing Thunderbird without dismissing the Customize Toolbar dialog might lead to loss of all toolbar items
Core,514932,major,FIXED,Color Management Broken in Mac OS X 10.6 Snow Leopard
Core,345670,major,FIXED,Crash in typeaheadfind [nsTypeAheadFind::RangeStartsInsideLink 0393f10a]
Core,759213,major,FIXED,"IonMonkey: Assertion failure: isObject(), at ../../jsapi.h:476 or Crash [@ js::UnwindIteratorForUncatchableException]"
Core,345398,major,FIXED,socketinputstream's asyncWait should call the callback even when closed
Platform,273706,major,FIXED,[WorkingSets] Changing workingset membership broken
Core,369402,major,FIXED,SVG files with nested SVG elements and viewBox don't render at all
Platform,330285,major,FIXED,[Commands] Stackoverflow in BindingSystem
Core,460812,major,FIXED,default plugin won't load on Mac OS X
Firefox,445164,major,FIXED,Private data not properly cleared from SQLite database
Core,503632,major,FIXED,[HTML5]Script containing <!-- in a string never ends up closed
JDT,131069,major,FIXED,OutOfMemoryError running refactoring tests
Firefox,534878,major,FIXED,"At Login time ,Java Applet in FatWire CMS system does not load correctly, FatWire assumes Session lost and logs user out."
Platform,178587,major,FIXED,Accessibility: SharedScrolledComposite widgets don't automatically scroll when controls are tabbed to inside the composite
Bugzilla,577956,major,FIXED,Bugs which were never confirmed cannot be reopened as UNCONFIRMED
Core,502836,major,FIXED,"Large GWT App (5,632KB) not working anymore"
Platform,222594,major,FIXED,BIDI3.4:HCG Context menu is not mirrored
JDT,265394,major,FIXED,Cannot save a Java file that is not in a Java project
Bugzilla,544506,major,FIXED,Bugzilla->input_params is undefined when calling Bugzilla.version and other methods taking no argument
Core,415367,major,FIXED,"ieTab extension not working due to use of "":"" in chrome URIs"
Bugzilla,396558,major,FIXED,Dependency change e-mails include status changes that happened a long time ago
Core,807501,major,FIXED,Add proper console logs when app cache manifest load failes
CDT,171976,major,FIXED,Internal builder does not handle linked folders
JDT,123893,major,FIXED,CCE in ResolvedAnnotation
Bugzilla,365035,major,FIXED,Problem to define path caused by Bugzilla::Config (with fix :)
Firefox,334217,major,FIXED,armenian unicode caracters are not accessible anymore
Firefox,447652,major,FIXED,"""Bookmarks -> Organize -> Import -> Restore"" doesn't list JSON backup files with localized filenames"
Core,406361,major,FIXED,Large leak with <svg:use patternTransform>
Core,408231,major,FIXED,"queryCommandEnabled( ""formatblock"" ) throws NS_ERROR_NOT_IMPLEMENTED"
Platform,306914,major,FIXED,Possible deadlock when big chunk of data is written by the process
Core,478862,major,FIXED,After Bugfix 347185 the keys Backspace and Tab no longer work as expected in a flash application
Core,461929,major,FIXED,Position.speed attribute name change
Core,514683,major,FIXED,remove NPAPI timer API from NPAPI headers in Gecko 1.9.2
Core,461327,major,FIXED,White list entries fix
Firefox,740076,major,FIXED,Location bar suggest sth from bookmarks even if all settings are disabled for autofilling in options
Core,612199,major,FIXED,Displaying of running Flash video not updated after switch tabs
Firefox,397594,major,FIXED,Larry breaks autocomplete
Core,782129,major,FIXED,IonMonkey: Crash on heap near [@ js::mjit::ic::Call]
Core,359598,major,FIXED,svg:script not working since 343730 checkin
Core,759323,major,FIXED,"IonMonkey: Assertion failure: branch.is<InstBranchImm>(), at arm/Assembler-arm.cpp:1944 or Crash [@ js::ion::Instruction::encode]"
Platform,326685,major,FIXED,Canceling compare does not work or takes way too long
Bugzilla,546719,major,FIXED,"When reopening a Resolved Duplicated bug in IE, JS error stops the correct page behavior"
Firefox,408463,major,FIXED,top crash @ nsAutoCompleteController::HandleStartComposition()
Firefox,426175,major,FIXED,FUEL Application.extensions isn't working
Core,336740,major,FIXED,Key navigation (and all shortcuts) broken on webpages
CDT,201204,major,FIXED,Parser gets confused by templates even without index
Core,545080,major,FIXED,"When multi-byte letter is included in  the path, the detection of plug-in dll fails"
Core,528267,major,FIXED,Lenovo laptop touchpad scrolling stopped working
Core,692211,major,FIXED,"IM: Assertion failure: top->isEntryFrame(), at ion/Bailouts.cpp:291"
Core,474020,major,FIXED,OS/2 not recognized as a valid nanojit_arch (after bug463172)
Core,415789,major,FIXED,showing an embedded Browser without giving it content does not draw a blank background
Platform,223179,major,FIXED,BIDI3.4:HCG Hebrew data in Java editor is treated different from Win OS
Core,651975,major,FIXED,[OS/2] pyxpt  doesn't work - no python mmap module found
Firefox,328277,major,FIXED,nsAccessibleHyperText::GetAllTextChildren uses iteration for siblingFrame
Platform,211357,major,FIXED,FileViewer crashes
Core,587938,major,FIXED,"content randomly disappears or isn't being created at all for NVDA's virtual buffer, effective August 16, 2010"
Core,333697,major,FIXED,Gmail won't properly load
Core,386585,major,FIXED,Update libpng to version 1.2.18
Core,728512,major,FIXED,"MOZ_ASSERT(cond, ""message"") doesn't work on MSVC due to a compiler bug"
Thunderbird,511780,major,FIXED,Archiving does not always place the messages in the correct account's Archive folder
Platform,127751,major,FIXED,VIRTUAL Table no longer looks virtual with snippet 144
CDT,193267,major,FIXED,"ISV implement IProjectEnvironmentVariableSupplier in order to provide project level in cdt3.0 should still kept as Environment Variable provider in CDT4.0,not a macro provider"
Firefox,520541,major,FIXED,Crash editing bookmark via Star
CDT,187850,major,FIXED,TVT33:TCT214: Apostrophes missing in problem message
Platform,305227,major,FIXED,FileSystemResourceManager throws NPE looking up a URI
Core,349352,major,FIXED,Underline shifts when click the spacebar after an unrecognized Hebrew word on RTL textarea
Core,509693,major,FIXED,"A case of missing ""Java frame"" on http://www.zonebourse.com/"
JDT,154823,major,FIXED,Getters Setters generation doesn't follow naming convention
Platform,232036,major,FIXED,"""Multiple Problems have occurred"" dialog should not be modal"
Platform,210874,major,FIXED,Crash when using SWT.BALLOON and SWT.ICON_INFORMATION
Bugzilla,348464,major,FIXED,votes.cgi fails with a taint error
Platform,191790,major,FIXED,Browser leaks due to COM objects
CDT,283586,major,FIXED,Traditional Rendering are not disposed after Memory Browser is closed or Debug Session is terminated.
Platform,309851,major,FIXED,Navigating to Project Explorer causes an NPE
Platform,144851,major,FIXED,MultiPageEditorPart.getAdapter has to work in any thread
Core,352455,major,FIXED,JS engine stops execution trying to uneval an object with a regexp getter
Platform,177905,major,FIXED,[] Dragging open Fast View by using its tab makes it go unresponsive
Core,479934,major,FIXED,crash/corruption of JSTraceMonitor reservedObjects dslots with Multi-threads
Firefox,413236,major,FIXED,"nodoka theme git: buttons, checkbuttons and radiobuttons have no focus indicator, locationbar has wrong focus indicator"
Firefox,395053,major,FIXED,"File , Open File insists on opening a file from the Firefox installer directory"
Firefox,390716,major,FIXED,Bookmark Toolbar menu items display tiny box instead of menu
Core,326838,major,FIXED,[BeOS]  Build broken due to fix for 313398
Platform,312540,major,FIXED,Copy resource in Navigator and Project Explorer always shows dialog
CDT,186736,major,FIXED,Parser does not understand smart pointers
Thunderbird,378635,major,FIXED,Tracking Bug: Bugs to Fix in TB2.0.0.x before offering a major update
Platform,304393,major,FIXED,CommonNavigator: Custom tabbed property sheets non functional when using CN w/ view id different from project explorer
Firefox,330147,major,FIXED,"""Open in tabs"" from a subfolder opens the tabs from the main folder instead."
JDT,233224,major,FIXED,Xdoclet tags looses @ on format
Bugzilla,396376,major,FIXED,Crash on logout
JDT,178752,major,FIXED,Run/Debug settings is not on project preferences page
Core,419409,major,FIXED,MSAA/IAccessible2 broken in gmail
Thunderbird,395388,major,FIXED,It must not be possible to close the 3-pane-window-tab
Core,359888,major,FIXED,Compose page does not come up in Yahoo mail (not beta)
JDT,149316,major,FIXED,Move method refactoring does not handle parameters correctly
Firefox,527410,major,FIXED,"AIX Compilation error for 3.7a1pre source js/ctypes/libffi/src/powerpc/aix_closure.S Assembler: undefined symbol "".ffi_closure_helper_DARWIN"""
Thunderbird,573230,major,FIXED,"Attachments in attachment panel are not focusable (regression), thus completely inaccessible for keyboard users"
Core,379847,major,FIXED,Crash AffixMgr::parse_affix 693a66eb when composing new mail in windows live mail
Platform,322873,major,FIXED,Version Tool report for maintenance build must be done against release
Platform,217430,major,FIXED,Certain SWT controls do not display under linux
Core,578540,major,FIXED,_HAS_TR1 macro redefinition warning spam when building with MSVC10
JDT,160270,major,FIXED,[clean up] cleanup incorrectly optimizes loops
Core,394709,major,FIXED,Memory Leak when using Object:watch
Bugzilla,370398,major,FIXED,Dependency graph do not show up
Platform,225754,major,FIXED,Project name should not be same as the folder name
Thunderbird,533462,major,FIXED,Imposssible to open a .txt attachment with an external editor.
Core,395400,major,FIXED,"OBJ_FOCUS events no longer fired in context menus (effective August 31, 2007)"
Core,333869,major,FIXED,"After changing designMode, the input element become unusable"
Platform,275627,major,FIXED,Leak: BusyIndicator must ensure to properly dispose created images on disposal
CDT,184312,major,FIXED,"gdbserver debug disables suspend on Intel Mac, but is OK on PPC Mac"
Firefox,340342,major,FIXED,"when textarea is defocused, lines with spell-check marker or caret disappear (gmail)"
Core,604452,major,FIXED,JaegerMonkey is much slower than expected on some hardware configurations
